sep=,
a^0*X^0 + a^0*X^1
00,000
10,110
20,220
30,330
01,101
11,011
21,321
31,231
02,202
12,312
22,022
32,132
03,303
13,213
23,123
33,033

a^1*X^0 + a^0*X^1
00,000
10,210
20,320
30,130
01,301
11,111
21,021
31,231
02,102
12,312
22,222
32,032
03,203
13,013
23,123
33,333

a^2*X^0 + a^0*X^1
00,000
10,310
20,120
30,230
01,201
11,111
21,321
31,031
02,302
12,012
22,222
32,132
03,103
13,213
23,023
33,333

