sep=,
lambda=111
00,000
10,111
20,222
30,333
01,123
11,032
21,301
31,210
02,231
12,320
22,013
32,102
03,312
13,203
23,130
33,021

lambda=123
00,000
10,123
20,231
30,312
01,132
11,011
21,303
31,220
02,213
12,330
22,022
32,101
03,321
13,202
23,110
33,033

lambda=132
00,000
10,132
20,213
30,321
01,111
11,023
21,302
31,230
02,222
12,310
22,031
32,103
03,333
13,201
23,120
33,012

